,Unnamed: 0,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Res,ContractPush,LoyaltyPush
102,102,7123-WQUHX,Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95.0,3605.6,No,[0.15537536144256592],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
103,103,5386-THSLQ,Female,1,Yes,No,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.55,3027.25,No,[0.046683162450790405],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
104,104,3192-NQECA,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,7611.85,Yes,[0.09702250361442566],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
105,105,6180-YBIQI,Male,0,No,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,100.2,No,[0.44095122814178467],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
106,106,6728-DKUCO,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.15,7303.05,No,[0.29456353187561035],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
107,107,9750-BOOHV,Female,0,No,No,32,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,30.15,927.65,No,[0.06526878476142883],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
108,108,8597-CWYHH,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.35,3921.3,No,[0.30413514375686646],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
109,109,2848-YXSMW,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1363.25,No,[0.00046768784523010254],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
110,110,0486-HECZI,Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,Yes,[0.31152433156967163],"High Risk,suggest Annual Plan","Long Term customer ,Offer 800 Loyalty Points"
111,111,4549-ZDQYY,Female,0,No,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.95,3042.25,No,[0.021917283535003662],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
112,112,5712-AHQNN,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3954.1,No,[0.4340543746948242],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
113,113,4846-WHAFZ,Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,Yes,[0.5420878529548645],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
114,114,5256-SKJGO,Female,0,Yes,Yes,64,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,3423.5,No,[0.04279130697250366],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
115,115,3071-VBYPO,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,No,[0.48408082127571106],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
116,116,9560-BBZXK,Female,0,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,No,[0.013798326253890991],"Low Risk, offer discount","Medium Term customer ,Offer 500 Loyalty Points"
117,117,5299-RULOA,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,Yes,[0.7034514546394348],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
118,118,8402-OOOHJ,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,No,[0.005528777837753296],"Low Risk, offer discount","Medium Term customer ,Offer 500 Loyalty Points"
119,119,9445-ZUEQE,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,No,[0.25617027282714844],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
120,120,1091-SOZGA,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,No,[0.1331503689289093],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
121,121,2928-HLDBA,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,No,[0.22119033336639404],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
122,122,0404-SWRVG,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,Yes,[0.7688912153244019],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
123,123,6497-TILVL,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,No,[0.16210025548934937],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
124,124,7219-TLZHO,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,No,[0.19211378693580627],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
125,125,4622-YNKIJ,Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,No,[0.16099289059638977],"Low Risk, offer discount","Medium Term customer ,Offer 500 Loyalty Points"
126,126,4412-YLTKF,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,Yes,[0.6000881791114807],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
127,127,6734-PSBAW,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,No,[0.0038822293281555176],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
128,128,3930-ZGWVE,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,No,[0.24517008662223816],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
129,129,2639-UGMAZ,Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,No,[0.24131828546524048],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
130,130,2876-GZYZC,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,No,[0.7455381751060486],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
131,131,6207-WIOLX,Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Yes,[0.22622087597846985],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
132,132,8587-XYZSF,Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,No,[0.016106516122817993],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
133,133,3091-FYHKI,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,Yes,[0.7748497128486633],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
134,134,2372-HWUHI,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,Yes,[0.46425336599349976],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
135,135,7799-LGRDP,Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,No,[0.004635035991668701],"Low Risk, offer discount","Medium Term customer ,Offer 500 Loyalty Points"
136,136,7850-VWJUU,Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,No,[0.3462894558906555],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
137,137,3774-VBNXY,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,No,[0.0008690953254699707],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
138,138,6217-KDYWC,Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,No,[0.0032686591148376465],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
139,139,0390-DCFDQ,Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,[0.7106545567512512],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
140,140,3146-MSEGF,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,No,[0.006763100624084473],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
141,141,4080-OGPJL,Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,Yes,[0.2974233031272888],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
142,142,1095-WGNGG,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,No,[0.10470733046531677],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
143,143,2636-SJDOU,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,No,[0.1272510588169098],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
144,144,1131-QQZEB,Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,No,[0.00525975227355957],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
145,145,5716-EZXZN,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,No,[0.03025677800178528],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
146,146,6837-BJYDQ,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,No,[0.054699331521987915],"Medium Risk, suggest Biannual Plan","Short Term customer ,Offer 100 Loyalty Points"
147,147,2135-RXIHG,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,[0.537564218044281],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
148,148,6440-DKQGE,Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,No,[0.03512522578239441],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
149,149,3466-BYAVD,Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,No,[0.16728344559669495],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
150,150,3780-YVMFA,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,No,[0.4230450689792633],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
151,151,3874-EQOEP,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,Yes,[0.7495547533035278],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
152,152,1679-JRFBR,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,No,[0.10706692934036255],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
153,153,9073-ZZIAY,Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,No,[0.005353331565856934],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
154,154,3077-RSNTJ,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,No,[0.17892128229141235],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
155,155,6551-GNYDG,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,No,[0.6400622129440308],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
156,156,9167-APMXZ,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,No,[0.6638796329498291],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
157,157,2749-CTKAJ,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,No,[0.011781036853790283],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
158,158,6371-NZYEG,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024,No,[0.013250917196273804],"Low Risk, offer discount","Short Term customer ,Offer 100 Loyalty Points"
159,159,7554-NEWDD,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,No,[0.016208022832870483],"Low Risk, offer discount","Short Term customer ,Offer 100 Loyalty Points"
160,160,8992-VONJD,Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,No,[0.2976805567741394],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
161,161,0867-MKZVY,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,Yes,[0.4381082355976105],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
162,162,4482-EWFMI,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,No,[0.7104631662368774],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
163,163,4648-YPBTM,Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,No,[0.03028765320777893],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
164,164,2907-ILJBN,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,No,[0.017130881547927856],"Medium Risk, suggest Biannual Plan","Short Term customer ,Offer 100 Loyalty Points"
165,165,6345-FZOQH,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,No,[0.001832723617553711],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
166,166,3376-BMGFE,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273,Yes,[0.6872581839561462],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
167,167,5997-OPVFA,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,No,[0.01628279685974121],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
168,168,3445-HXXGF,Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes,[0.30200111865997314],"High Risk,suggest Annual Plan","Long Term customer ,Offer 800 Loyalty Points"
169,169,1159-WFSGR,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,No,[0.13871413469314575],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
170,170,7654-YWJUF,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,No,[0.11520230770111084],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
171,171,1875-QIVME,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,Yes,[0.823284924030304],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
172,172,6727-IOTLZ,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,No,[0.030160516500473022],"Low Risk, offer discount","Short Term customer ,Offer 100 Loyalty Points"
173,173,0691-JVSYA,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,Yes,[0.29401853680610657],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
174,174,5918-VUKWP,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,No,[0.019776761531829834],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
175,175,1744-JHKYS,Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,No,[0.11629465222358704],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
176,176,2656-FMOKZ,Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,Yes,[0.6690704226493835],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
177,177,2070-FNEXE,Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Yes,[0.4629555344581604],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
178,178,5947-SGKCL,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,No,[0.6657698154449463],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
179,179,3712-PKXZA,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252,No,[0.0101986825466156],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
180,180,6317-YPKDH,Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,[0.3379562199115753],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
